index,address_original,address,price,type,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,description,_createdAt
1312,"1/2 Nguyễn Văn Vĩnh, 4, Tân Bình, Hồ Chí Minh","1/2 Nguyễn Văn Vĩnh, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",16500000000,sale,alley_house,4.1,20,239.5,81.2,4,5,4,certificate,other,"Cần bán Nhà nằm trên đường Nguyễn Văn Vĩnh, P.4, Q. Tân Bình Diện tích: 81m² Giá bán: 16.5 tỷ đồng Thiết kế: Nhà mới đúc trệt và 3 lầu, kích thước 4.1m x 20m Kết cấu gồm: trệt + 3 lầu, phòng khách, bếp, 4 phòng ngủ, sân thượng trước sau, có thể làm thêm 2 phòng Pháp lý: Sổ hồng riêng Giá chào: 16.5 tỷ đồng",2025-08-12T07:57:13.966Z
1313,"27/37/45 Nguyễn Đình Khơi, 4, Tân Bình, Hồ Chí Minh","27/37/45 Nguyễn Đình Khơi, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",5300000000,sale,alley_house,4.05,5.68,47,21.5,3,3,2,certificate,other,"Bán nhà đường Nguyễn Đình Khơi, P.4, Quận Tân Bình Giá bán: 5,3 tỷ đồng Nhà nhỏ gần khu khách sạn Đệ Nhất, thiết kế đẹp, sáng sủa, thoáng mát, có hệ thống nước nóng năng lượng mặt trời, phòng tắm xông hơi, máy lạnh âm trần phòng khách, máy lạnh phòng ngủ, nội thất cao cấp, cửa Eurowindow, thiết bị vệ sinh Toto, American, nội thất ván An Cường. Khu dân trí cao, yên tĩnh, mát mẻ, gồm 1 trệt + 2 lầu, 1 phòng khách, 2 phòng ngủ, 3 WC, ban công thoáng mát. Nội thất đầy đủ, dọn vào ở ngay. Phù hợp cho vợ chồng trẻ hoặc phụ huynh mua cho con đi học, đi làm. Vị trí trung tâm nội đô, tiện ích đa dạng: bệnh viện, siêu thị, trường mầm non, cấp 1, 2, 3 Nguyễn Thượng Hiền, công viên… tất cả trong bán kính 500m.",2025-08-12T07:25:55.640Z
1314,"61 đường số 3 , Phú Mỹ, 7, Hồ Chí Minh","61 đường số 3, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh",11500000000,sale,townhouse,4,16.2,0,64.8,4,12,11,certificate,other,"Bán nhà mặt tiền Đường 2C, Phường Phú Mỹ, Quận 7, diện tích 72m2, giá 11.5 tỷ - Đường trước nhà rộng 15m, vỉa hè thoáng đãng, nhiều cây xanh mát quanh năm - Nhà để lại toàn bộ nội thất cao cấp, vào ở hoặc kinh doanh ngay - Hướng Đông Nam, đón gió mát suốt ngày - Vị trí trung tâm Quận 7, thuận tiện kinh doanh, buôn bán - Sổ hồng riêng, pháp lý rõ ràng Giá bán: 11.5 tỷ",2025-08-12T06:59:59.474Z
1315,"121c Đường Bờ Bao Tân Thắng Phường Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh Việt Nam","121c Đường Bờ Bao Tân Thắng Phường Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh Việt Nam",23000000000,sale,townhouse,4.51,18.99,291.1,84.3,4,6,5,certificate,other,"Bán nhà phố mặt tiền tại 121c Bờ Bao Tân Thắng, P. Sơn Kỳ, Tân Phú, TP. Hồ Chí Minh Diện tích: 84.3m² Giá bán: 23 tỷ VNĐ TL",2025-08-12T04:04:51.785Z
1316,"85/5 Nguyễn Cư Trinh, Nguyễn Cư Trinh, 1, Hồ Chí Minh","85/5 Nguyễn Cư Trinh, Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",4200000000,sale,apartment,0,0,60,0,1,2,2,certificate,other,"Cần bán căn hộ tại địa chỉ 85/5 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh. Diện tích: 60m2 Giá bán: 4,2 tỷ Loại hình: Căn hộ chung cư Vị trí trung tâm, thuận tiện di chuyển và sinh hoạt.",2025-08-12T03:59:38.634Z
1317,"253 Vườn Lài An Phú Đông, Quận 12, Thành phố Hồ Chí Minh Việt Nam","253 Vườn Lài An Phú Đông, Quận 12, Thành phố Hồ Chí Minh Việt Nam",9100000000,sale,land,5.5,25.9,140,140,1,1,1,certificate,other,"Bán đất diện tích 140m2 tại hẻm 253 đường Vườn Lài, Phường An Phú Đông, Quận 12 - Hẻm rộng 6m, thông thoáng, thuận tiện di chuyển - Lô 1: Ngang 5,5m x dài 25,9m, tổng diện tích 140m2, giá 65 triệu/m2 - Lô 2: Ngang 5,7m x dài 30,5m, tổng diện tích 179,5m2, giá 60 triệu/m2 - Hai lô đất liền kề, thích hợp xây dựng căn hộ dịch vụ cho thuê, quy mô 4 tầng - Giá bán: 9,1 tỷ Địa chỉ: hẻm 253, đường Vườn Lài, P. An Phú Đông, Quận 12",2025-08-12T03:49:09.213Z
1318,"18/3 Lê Đức Thọ, 1, Gò Vấp, Hồ Chí Minh","18/3 Lê Đức Thọ, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh",6500000000,sale,alley_house,4,20,0,80,1,1,1,certificate,other,"Bán nhà hẻm xe tải Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp Diện tích: 80m² (4m x 20m) Giá bán: 6,5 tỷ Vị trí: Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp",2025-08-12T03:41:33.485Z
1319,"29/29 Đường Số 4 Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh Việt Nam","29/29 Đường Số 4 Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh Việt Nam",32000000000,sale,alley_house,6.37,18.68,248.4,119,5,7,4,certificate,other,"Bán nhà tại số 29/29, đường số 4, P. An Khánh, Thủ Đức, TP. Hồ Chí Minh Kết cấu: hầm + trệt + 2 lầu + sân thượng Diện tích: 119m² Giá bán: 32 tỷ VNĐ TL",2025-08-12T03:39:58.006Z
1320,"131 Đường Số 43-CL, Cát Lái, Thủ Đức, Hồ Chí Minh","131 Đường Số 43-CL, Cát Lái, Thủ Đức, Thành phố Hồ Chí Minh",18900000000,sale,townhouse,10,17,306.9,159,5,6,5,certificate,other,"Bán nhà phố mặt tiền tại số 131, đường số 43, phường Cát Lái, Thủ Đức, TP. Hồ Chí Minh Kết cấu: Trệt, 3 lầu + sân thượng Diện tích: 159m² Giá bán: 18.9 tỷ TL",2025-08-12T03:37:42.407Z
1321,"108/23 Cộng Hoà, 4, Tân Bình, Hồ Chí Minh","108/23 Cộng Hoà, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",22000000000,sale,alley_house,4.4,19,244.5,80,5,6,5,certificate,other,"Bán nhà tại địa chỉ 107/23 Cộng Hoà, P.12, Tân Bình, TP. Hồ Chí Minh Kết cấu: trệt, 3 lầu + sân thượng Diện tích: 80m² Giá bán: 22 tỷ TL",2025-08-12T03:35:05.667Z
1322,"301 Lê Quang Thịnh Phường 07, Quận Bình Thạnh, Thành phố Hồ Chí Minh Việt Nam","301 Lê Quang Thịnh Phường 07, Quận Bình Thạnh, Thành phố Hồ Chí Minh Việt Nam",24500000000,sale,townhouse,25,3.5,0,135,3,4,4,certificate,other,"MẶT TIỀN LÊ QUANG ĐỊNH – 135M² – 3 TẦNG Giá chỉ 180tr/m², rẻ hơn khu vực. DT: 3.7 x 25m, CN 135m², nở hậu L 10m Kết cấu 3 tầng, HĐ thuê 30tr/th. Mặt tiền sầm uất, kinh doanh đa ngành, có lề để xe 3m",2025-08-12T03:34:53.554Z
1323,"94 Thạnh Lộc 16 Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh Việt Nam","94 Thạnh Lộc 16 Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh Việt Nam",1900000000,sale,land,9.43,5,50,50,1,1,1,certificate,other,"Bán đất thổ cư tại số 94, đường Thạnh Lộc 16, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh. Diện tích: 50m2 Giá bán: 1,9 tỷ Phù hợp để ở hoặc đầu tư.",2025-08-12T03:29:40.595Z
1324,"51 Liên khu 4-5, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh","51 Liên khu 4-5, Bình Hưng Hòa, Bình Tân, Thành phố Hồ Chí Minh",8000000000,sale,alley_house,5,25,0,112.6,1,2,3,certificate,other,"Bán nhà mặt tiền đường Liên Khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, diện tích 125m2, giá 8 tỷ - Diện tích: 5x25m (125m2) - Kết cấu: 1 phòng khách, 3 phòng ngủ, 2 nhà vệ sinh, 2 sân rộng trước và sau - Nhà mặt tiền đường lớn, thông thoáng, khu vực sầm uất, thuận tiện kinh doanh buôn bán - Vị trí gần các trường học cấp 1, 2, 3, đại học, chợ Bình Thành, AEON Tân Phú,... - Giá bán: 8 tỷ Đia chỉ: Đường Liên Khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân",2025-08-12T02:55:38.723Z
1325,"330/56 Quốc lộ 1 Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh Việt Nam","330/56 Quốc lộ 1 Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh Việt Nam",4600000000,sale,alley_house,4,20,0,80,1,5,5,certificate,other,"Bán nhà mặt tiền Quốc lộ 1, Phường Bình Hưng Hoà B, Quận Bình Tân, diện tích 80m2 Vị trí nhà gần ngã tư Gò Mây, khu công nghiệp Vĩnh Lộc, Nguyễn Thị Tú – tuyến đường chính kết nối quận Tân Phú, Bình Tân, Bình Chánh. Khu vực dân cư đông đúc, sầm uất, đường xá nhộn nhịp cả ngày lẫn đêm. - Diện tích: 80m2 (ngang 4m, dài 20m) - Kết cấu: 1 trệt, 5 phòng ngủ, 5WC. Nhà cũ, thích hợp xây mới, mua ở, giữ tiền hoặc tiếp tục cho thuê (hiện đang cho thuê 12 triệu/tháng). - Pháp lý rõ ràng, sổ hồng vuông vức, không vướng lộ giới, công chứng sang tên ngay. Giá bán: 4.6 tỷ",2025-08-12T02:53:18.987Z
1326,"107/31A Đường số 11 , 11, Gò Vấp, Hồ Chí Minh","107/31A Đường số 11, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh",12000000000,sale,alley_house,17.83,4.25,0,104.2,1,3,3,certificate,other,"Bán nhà mặt tiền đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, diện tích 104m2 Đường lớn, xe hơi ra vào thoải mái, khu vực an ninh Gần chợ, trường học, siêu thị Nhà chính chủ Giá bán: 12 tỷ",2025-08-12T02:47:54.732Z
1327,"82 Đường Lê Trọng Tấn, Tây Thạnh, Tân Phú, Hồ Chí Minh","82 Đường Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh",22000000000,sale,townhouse,4.6,14.3,424.8,62.8,7,5,4,certificate,other,"Bán nhà chính chủ 6 tầng số 82 Lê Trọng Tấn, mặt tiền thoáng đẹp phù hợp kinh doanh, cho thuê. - Diện tích 4.6 x 14.3 - Kết cấu: 1 hầm 1 lửng 4 lầu, sàn trống suốt - Nhà mặt tiền rộng, gần sân bay, chợ, trường học, khu dân cư,...",2025-08-12T02:02:11.643Z
1328,"77 Đường Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Hồ Chí Minh","77 Đường Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh",1.18E+11,sale,townhouse,9,70,3100,609.5,7,10,10,certificate,other,"Bán nhà 77 Tân Kỳ Tân Quý, phường Tân Sơn Nhì, quạn Tân Phú Diện tích 609.5 m2 Kết cấu: hầm, trệt, lửng, 4 lầu, sân thượng Hiện trạng: đang cho thuê văn phòng kết hợp căn hộ dịch vụ Giá bán: 118 tỷ TL",2025-08-11T11:36:49.891Z
1329,"188 Đường Tân Phước, 6, 10, Hồ Chí Minh","188 Đường Tân Phước, Phường 6, Quận 10, Thành phố Hồ Chí Minh",18000000000,sale,townhouse,6,10,121.9,31,5,4,3,certificate,other,"Bán nhà phố mặt tiền tại số 188 Tân Phước, P.6, Quận 10, TP. Hồ Chí Minh Diện tích: 31m² Kết cấu: 1 trệt 1 lửng, 3 lầu sân thượng, nhà xây ở mỗi tầng 1PN khép kín Giá bán: 18 tỷ TL",2025-08-11T10:21:42.928Z
1330,"138/48 Đường Nguyễn Xí, 26, Bình Thạnh, Hồ Chí Minh","138/48 Đường Nguyễn Xí, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh",8900000000,sale,alley_house,16.91,3.76,0,63.58,1,5,5,certificate,other,"Chính chủ bán nhà trong hẻm, ngõ rộng Kích thước: 3.20m x 16.91m Thông tin thêm: Trệt có 4 căn hộ dịch vụ Giá bán: 8,9 tỷ VNĐ (tám tỷ chín trăm triệu), có thương lượng",2025-08-11T10:16:43.987Z
1331,"19B Đường Đào Nguyên Phổ Phường 4, Quận 11, Hồ Chí Minh Việt Nam","19B Đường Đào Nguyên Phổ Phường 4, Quận 11, Hồ Chí Minh Việt Nam",7000000000,sale,townhouse,10,15.4,187.9,80.4,3,4,4,certificate,other,"Bán nhà phố mặt tiền tại số 19B Đào Nguyên Phổ, P.4, Quận 11, TP. Hồ Chí Minh Diện tích: 80,4m² Nhà NỞ HẬU 10m2 Kết cấu: 3 tầng Giá bán: 7tỷ VNĐ",2025-08-11T09:56:26.546Z
1332,"15/2A Đường Số 8, Tam Phú, Thủ Đức, Hồ Chí Minh","15/2A Đường Số 8, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh",7000000000,sale,alley_house,4.43,18,75,87.5,3,2,3,certificate,partially_furnished,"Thông tin bán nhà đường số 8, Thủ Đức Diện tích đất: 87,5m² Cấu trúc: 1 trệt, 1 lầu, 1 tầng tum Phòng ngủ: 3 phòng Phòng học, phòng thờ, nhà vệ sinh: 1 phòng mỗi loại Bếp và phòng khách: có đầy đủ tiện nghi Hệ thống an ninh: tường rào cao 2.5m, 4 camera Tiện ích: 5 máy lạnh, nhà xây trên nền đất cao, thoáng mát Giá bán: 7 tỷ TL",2025-08-11T09:44:47.913Z
1333,"227-227K Đường Kênh Tân Hóa Phường Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh Việt Nam","227-227K Đường Kênh Tân Hóa Phường Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh Việt Nam",1.2E+11,sale,townhouse,12.5,25,745.9,882.6,2,1,1,certificate,other,"Bán nhà mặt tiền tại địa chỉ 227-227K Kênh Tân Hóa, phường Hòa Thạnh, quận Tân Phú, TP. Hồ Chí Minh. Diện tích: 882.6m² Kết cấu: trệt + lửng Giá bán: 120 tỷ TL",2025-08-11T09:37:09.202Z
1334,"5 Đường Phan Huy Ôn Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh Việt Nam","5 Đường Phan Huy Ôn Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh Việt Nam",24800000000,sale,townhouse,4.09,15.95,308.4,78.6,4,4,5,certificate,other,"Bán nhà phố mặt tiền tại số 5 Phan Huy Ôn, P.19, Bình Thạnh, TP. Hồ Chí Minh Kết cấu: trêt, 2 lầu + MCCT Diện tích: 78.6m² Giá bán: 24,8 tỷ VNĐ TL",2025-08-11T09:35:47.639Z
1335,"30/5 đường 671, Tân Phú, Thủ Đức, Hồ Chí Minh","30/5 đường 671, Tân Phú, Thủ Đức, Thành phố Hồ Chí Minh",16500000000,sale,land,13.25,39.28,549,549,1,1,1,certificate,other,"Thông tin đất: Sổ đỏ chính chủ, diện tích 549m² Địa chỉ: 30/5 đường 671, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức Giá bán: 16.5 tỷ TL Đất thổ cư 200m2 Đất trồng cây lâu năm 349m2",2025-08-11T09:25:47.324Z
1336,"83/40/6 Đường Năm Châu, 11, Tân Bình, Hồ Chí Minh","83/40/6 Đường Năm Châu, Phường 11, Tân Bình, Thành phố Hồ Chí Minh",6500000000,sale,alley_house,3.73,12.45,116.7,46.4,4,4,3,certificate,other,"Bán nhà tại địa chỉ 83/40/6H Năm Châu, phường 11, quận Tân Bình, TP. Hồ Chí Minh. Kết cấu: trệt, lững, 2 lầu Diện tích 46,4m² Giá bán 6,5 tỷ đồng.",2025-08-11T09:24:30.822Z
1337,"198/62 Đường số 3, 9, Gò Vấp, Hồ Chí Minh","198/62 Đường số 3, Phường 9, Gò Vấp, Thành phố Hồ Chí Minh",9300000000,sale,alley_house,4.1,20.92,85.772,85.772,2,2,3,certificate,partially_furnished,"Vị trí: Đường số 3, Phường 9, Quận Gò Vấp Nhà nở hậu đuôi rộng 4,14m, hiện trạng thực tế: 1 trệt 1 lầu Hẻm trước nhà rộng 5,12m, ô tô vào thoải mái, thông thoáng, không ngập nước Khu vực an ninh, gần sân bay, trường học, chợ, siêu thị, nhà thờ Hướng nhà: Đông Hàng xóm thân thiện, phù hợp để ở hoặc đầu tư Giá bán: 9,3 tỷ",2025-08-11T09:18:00.803Z
1338,"căn hộ 604 lô B2 chung cư an Lộc 2, An Phú, 2, Hồ Chí Minh","căn hộ 604 lô B2 chung cư an Lộc 2, An Phú, Quận 2, Thành phố Hồ Chí Minh",2600000000,sale,apartment,0,0,52,0,1,1,1,certificate,other,"Bán căn hộ chung cư An Lộc – An Phúc, Quận 2, diện tích 52m² với giá 2,6 tỷ đồng – Căn hộ gồm phòng khách, phòng ngủ, phòng bếp và phòng toilet, diện tích 52m² – Cửa chính hướng Đông Nam, nằm trong khu vực gần trường phổ thông Thủ Thiêm – Hướng Tây Bắc giáp tuyến metro cũ, phía Đông giáp khu đô thị An Phú New City, hướng Tây Nam nhìn ra sông Sài Gòn Giá bán: 2,6 tỷ đồng Địa chỉ: Chung cư An Lộc – An Phúc, Quận 2 Liên hệ chủ nhà: 0764147515",2025-08-11T08:58:32.206Z
1339,"14 Trần Quý Khoách, Tân Định, 1, Hồ Chí Minh","14 Trần Quý Khoách, Tân Định, Quận 1, Thành phố Hồ Chí Minh",55000000000,sale,townhouse,6.16,16.15,86.23,144.51,2,2,2,certificate,other,"Bán nhà mặt tiền đường Trần Quý Khoách, Phường Tân Định, Quận 1, diện tích 158.6m², giá 55 tỷ đồng Diện tích: 144.51m² Vị trí: Số 14, Đường Trần Quý Khoách, Phường Tân Định, Quận 1 Giá bán: 55 tỷ đồng Đã có sổ đỏ đầy đủ",2025-08-11T08:58:29.852Z
1340,"8-10-6/1 Đường Phan Thúc Duyện, 4, Tân Bình, Hồ Chí Minh","8-10-6/1 Đường Phan Thúc Duyện, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",85000000000,sale,townhouse,9,25,327.5,190.7,3,8,8,certificate,other,"Bán nhà phố hẻm tại địa chỉ 8-10 Phan Thúc Duyện, P.4, Tân Bình, TP. Hồ Chí Minh Diện tích: 225m² Kết cấu: 3 tầng Giá bán: 85 tỷ TL",2025-08-11T08:57:17.491Z
1341,"9P Đường Số 8 Phường An Lạc, Bình Tân, Thành phố Hồ Chí Minh Việt Nam","9P Đường Số 8 Phường An Lạc, Bình Tân, Thành phố Hồ Chí Minh Việt Nam",8700000000,sale,townhouse,4,18,333.9,76.5,6,7,6,certificate,other,"Bán nhà phố mặt tiền tại số 8, đường 9P, phường An Lạc, quận Bình Tân, TP. Hồ Chí Minh Kết cấu: trệt, lững, 3 lầu + sân thượng Diện tích: 76.5m² Giá bán: 8,7 tỷ VNĐ TL",2025-08-11T08:33:28.460Z
1342,"44/11 Đường Phan Xích Long, 16, 11, Hồ Chí Minh","44/11 Đường Phan Xích Long, Phường 16, Quận 11, Thành phố Hồ Chí Minh",42000000000,sale,alley_house,8,33,481.8,331.5,2,2,2,certificate,partially_furnished,"Bán nhà phố mặt tiền tại 44/11 Phan Xích Long, P.16, Quận 11, TP. Hồ Chí Minh Diện tích: 331.5m² Giá bán: 42 tỷ VNĐ Phù hợp đầu tư hoặc xây mới Liên hệ để biết thêm chi tiết.",2025-08-11T08:32:25.999Z
1343,"46-48-50/1 Lạc Long Quân, 3, 11, Hồ Chí Minh","46-48-50/1 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh",28000000000,sale,alley_house,6.5,17.5,240,123,3,3,3,certificate,partially_furnished,"Bán 3 căn nhà liền kề mặt tiền 46 48 50/1 đường Lạc Long Quân, cách chợ Bình Thới 100, có hẻm hông 2.5m, Chính chủ, công chứng ngay, đang cho thuê 33tr/tháng. Sổ hồng chính chủ, 3 căn, 3 sổ, 3 đồng hồ nước, 3 đồng hồ điện. Diện tích: 6.92x17.5 DTCN: 123m2 DT Sàn: 240m2 Số tầng: 2 tầng, 1 sân thượng Số PN: 3 Số Nhà WC: 3 Giá 28 tỷ",2025-08-11T08:25:17.934Z
1344,"127/81 Đường Âu Cơ, 14, 11, Hồ Chí Minh","127/81 Đường Âu Cơ, Phường 14, Quận 11, Thành phố Hồ Chí Minh",2800000000,sale,alley_house,2.5,5.3,0,13.25,2,1,1,certificate,other,"Bán nhà đường Âu Cơ, Quận 11 diện tích 17.2m², giá 2.8 tỷ đồng Mặt tiền hẻm xe tải rộng 6m, nhà cấp 3 gồm 1 trệt + 1 lầu Ban công đúc thật rộng 1.6m, phần còn lại đúc giả xà gồ Kết cấu nhà xây rất kiên cố, chắc chắn, tâm huyết để ở (cần tiền nên bán) Hẻm thông ra 4 đường: Âu Cơ, Lạc Long Quân, Bình Thới, Ông Ích Khiêm Gần 2 trường tiểu học và 2 trường trung học (có thể đi bộ đến trường) Gần chợ, thuận tiện đi bộ mua sắm Gần siêu thị, bệnh viện Trưng Vương và bệnh viện Quận 11 Giá chào: 2.8 tỷ đồng",2025-08-11T08:00:48.159Z
1345,"19/4C-5C Thạch Thị Thanh, Tân Định, 1, Hồ Chí Minh","19/4C-5C Thạch Thị Thanh, Tân Định, Quận 1, Thành phố Hồ Chí Minh",27000000000,sale,alley_house,5.4,19.2,279,104.4,4,4,4,certificate,other,"Bán nhà tại địa chỉ 19/4C-5C Thạch Thị Thanh, P. Tân Định, Quận 1, TP. Hồ Chí Minh Diện tích: 104.4m² Giá bán: 27 tỷ TL",2025-08-11T07:53:18.242Z
1346,"365/ 39B Lê Văn Quới KP5, Bình Trị Đông A, Bình Tân, Tân Tạo, Bình Tân, Hồ Chí Minh","365/ 39B Lê Văn Quới KP5, Bình Trị Đông A, Bình Tân, Tân Tạo, Bình Tân, Hồ Chí Minh",1150000000,sale,alley_house,4.76,4.73,0,22,1,1,1,certificate,other,"Bán nhà nằm trên đường Mã Lò, Quận Bình Tân, diện tích 28m² Mô tả: 1 phòng ngủ, 1 phòng vệ sinh Giá bán: 1,15 tỷ đồng Địa chỉ: Đường Mã Lò, Phường Tân Tạo, Quận Bình Tân",2025-08-11T07:52:28.652Z
1347,"121-123 Đường Nguyễn Thị Nhỏ, 16, 11, Hồ Chí Minh","121-123 Đường Nguyễn Thị Nhỏ, Phường 16, Quận 11, Thành phố Hồ Chí Minh",40000000000,sale,townhouse,8.1,17,458.8,137.7,3,6,5,certificate,partially_furnished,"Bán nhà phố mặt tiền tại số 121-123 Nguyễn Thị Nhỏ, P.16, Quận 11, TP. Hồ Chí Minh Diện tích: 137,7m² , 1 trệt 2 lầu Giá bán: 40 tỷ VNĐ TL Đang cho thuê: 77 triệu/tháng; có thang máy Liên hệ để biết thêm chi tiết và thương lượng giá cả.",2025-08-11T07:51:18.165Z
